FIP,county_city,total_pop_2020,ems,red_cross,fire_station,hospital,national_shelter,urgent_care,total_facilities_shelters,facilities_shelters_per_10000,percent_high_school,percent_vehicle,percent_employed,percent_not_disabled,gini_index,reverse_gini,pop_resilience,hpsa,rfld_afreq,rfld_expb,rfld_expp,rfld_exppe,rfld_expa,rfld_expt,rfld_hlrb,rfld_hlrp,rfld_hlra,rfld_hlrr,rfld_ealb,rfld_ealp,rfld_ealpe,rfld_eala,rfld_ealt,rfld_eals,rfld_ealr,rfld_risks,rfld_riskr,cfld_afreq,clfd_expb,cfld_expp,clfd_exppe,cfld_expt,cfld_hlrb,cfld_hlrp,clfd_hlrr,cfld_ealb,cfld_ealp,cfld_ealpe,cfld_ealt,cfld_eals,cfld_ealr,cfld_risks,cfld_riskr
51115,MATHEWS,8533,0,1,5,0,2,0,8,9.38,92.3,98.9,95.6,87.2,0.4532,54.68,0.85736,1,0.38,260612550,1941.55,14755750189,1006416.612,15017369156,0.004695537,7.15E-06,0.003897333,Very Low,458893.41,0.005208562,39585.07,1470.88,499949.36,9.99,Relatively Low,10.04,Relatively Low,4.447904493,1081124683,8402.896987,63862017104,64943141787,0.000358803,5.04E-08,Very Low,1725392.466,0.001884667,14323.4656,1739715.931,18.89266877,Relatively Moderate,20.78318067,Relatively Moderate
51117,MECKLENBURG,30319,0,10,8,1,3,0,22,7.26,84.7,91.8,96.6,86.2,0.4694,53.06,0.82472,1,0.75,78875922.86,541.75,4117330233,1201195.411,4197407351,0.000187815,7.15E-06,0.003897333,Very Low,11110.57,0.002906714,22091.02,3511.09,36712.69,4.18,Very Low,5.38,Very Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51119,MIDDLESEX,10625,0,3,4,0,2,0,9,8.47,87.5,96.1,94.8,88.9,0.4402,55.98,0.84656,1,0.38,112955136.7,476.19,3619066464,33135.58483,3732054736,0.0017064,7.15E-06,0.003897333,Very Low,72280.00,0.001277477,9708.83,48.43,82037.25,5.47,Very Low,5.89,Relatively Low,4.447904493,424249496,2298.560137,17469057040,17893306536,0.00065793,5.86E-08,Very Low,1241527.648,0.000599234,4554.178897,1246081.827,16.90373663,Relatively Moderate,19.92591361,Relatively Moderate
51121,MONTGOMERY,99721,1,8,7,2,42,0,60,6.02,95.2,94.8,96.5,92.1,0.4912,50.88,0.85896,2,2.17,289005898.1,2835.27,21548070061,1587536.111,21838663495,0.000230004,7.45E-06,7.03E-05,Very Low,144023.70,0.04573636,347596.34,241.83,491861.87,9.94,Relatively Low,5.33,Very Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51125,NELSON,14775,0,10,7,0,16,0,33,22.34,85.2,94.2,96.9,91.3,0.4824,51.76,0.83872,1,2.25,134635593.5,977.11,7426005664,3646529.278,7564287787,0.000268174,7.15E-06,0.000430258,Very Low,81238.11,0.015727623,119529.93,3530.14,204298.18,7.42,Relatively Low,8.46,Relatively Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51127,NEW KENT,22945,0,4,4,1,7,0,16,6.97,92.2,98.3,96.9,92.1,0.37,63,0.885,0,0.63,57930544.55,428.85,3259280372,45490.19518,3317256406,0.001188716,7.15E-06,0.003897333,Very Low,43039.34,0.001917463,14572.72,110.81,57722.87,4.87,Very Low,1.51,Very Low,4.435936328,155466566.3,1153.739162,8768417633,8923884200,0.000322673,5.02E-08,Very Low,222528.2948,0.000257144,1954.297456,224482.5922,9.546879035,Relatively Low,3.243888929,Very Low
51131,NORTHAMPTON,12282,0,4,5,1,2,0,12,9.77,85.5,90.8,95.6,89,0.4805,51.95,0.8257,1,0.33,241148693.5,1368.98,10404275175,4888029.875,10650311898,0.005814626,7.15E-06,0.003897333,Very Low,467396.46,0.003264494,24810.15,6350.09,498556.71,9.98,Relatively Low,13.75,Relatively Moderate,4.46585674,507620036.7,3836.955982,29160865467,29668485504,0.000275067,3.00E-08,Very Low,623565.4325,0.00051446,3909.898888,627475.3314,13.44825955,Relatively Low,20.28848079,Relatively Moderate
51133,NORTHUMBERLAND,11839,1,4,4,0,8,0,17,14.36,90.1,95.4,94,91.8,0.4753,52.47,0.84754,2,0.33,135352028.7,534.65,4063345518,153805.4441,4198851352,0.007739628,7.15E-06,0.003897333,Very Low,349191.45,0.001274934,9689.50,199.81,359080.76,8.95,Relatively Low,10.91,Relatively Moderate,4.447904493,804186963.7,4298.809753,32670954126,33475141089,0.000547867,3.81E-08,Very Low,1959692.142,0.000728143,5533.887564,1965226.029,19.67605522,Relatively Moderate,26.2671069,Relatively Moderate
51135,NOTTOWAY,15642,0,5,4,1,4,0,14,8.95,83,92.3,95.7,84.5,0.4799,52.01,0.81502,1,0.33,5347436.018,68.56,521035779.7,481691.891,526864907.6,0.000660689,9.20E-06,0.003897333,Very Low,1177.66,0.000210211,1597.61,625.77,3401.04,1.89,Very Low,2.29,Very Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51137,ORANGE,36254,0,8,4,0,13,0,25,6.90,89.7,96.6,94.5,87,0.3808,61.92,0.85944,0,1.71,21318033.99,197.01,1497312188,6667648.334,1525297870,0.005297507,7.15E-06,0.007865065,Very Low,192926.25,0.002407744,18298.85,89587.55,300812.65,8.44,Relatively Low,7.48,Relatively Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51139,PAGE,23709,0,7,5,1,8,0,21,8.86,84.9,93.7,94.8,86,0.393,60.7,0.8402,1,1.67,105316308.8,691.80,5257648107,7818251.892,5370782667,0.00317505,7.15E-06,0.008450684,Very Low,557307.49,0.008248321,62687.24,110115.96,730110.69,11.34,Relatively Low,11.54,Relatively Moderate,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51141,PATRICK,17608,0,9,10,1,11,0,31,17.61,83.1,95.7,96.3,86.1,0.4462,55.38,0.83316,1,1.58,59656749.85,491.19,3733059426,1032370.657,3793748547,0.002424214,1.71E-05,0.003897333,Very Low,228982.83,0.013313327,101181.29,6370.53,336534.65,8.76,Relatively Low,10.26,Relatively Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51143,PITTSYLVANIA,60501,0,16,14,0,5,0,35,5.79,84.2,94.3,94.7,86.7,0.4407,55.93,0.83166,1,2.42,58548302.1,579.83,4406706161,2442739.37,4467697203,0.003557473,2.21E-05,0.014260296,Very Low,503353.03,0.030929524,235064.38,84182.62,822600.03,11.80,Relatively Low,10.27,Relatively Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51145,POWHATAN,30333,0,3,5,0,5,0,13,4.29,89.1,99,98.6,91.4,0.3669,63.31,0.88282,0,0.50,38906891.07,299.40,2275452169,923525.0701,2315282585,0.0017064,7.15E-06,0.003897333,Very Low,33195.36,0.001070935,8139.10,1799.64,43134.11,4.42,Very Low,1.09,Very Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51147,PRINCE EDWARD,21849,0,8,6,1,2,0,17,7.78,88.4,90.1,94.1,87.7,0.4672,53.28,0.82716,2,0.25,91556317.69,283.67,2155870988,772317.6239,2248199623,0.0017064,7.15E-06,0.003897333,Very Low,39057.93,0.000507327,3855.69,752.49,43666.11,4.43,Very Low,4.49,Very Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51149,PRINCE GEORGE,43010,0,4,11,0,2,0,17,3.95,89.1,96.3,94.1,89,0.3958,60.42,0.85784,2,0.50,90288694.37,729.14,5541464774,165191.1364,5631918660,0.002213693,7.15E-06,0.006925776,Very Low,99935.74,0.002608074,19821.36,572.04,120329.14,6.22,Very Low,1.96,Very Low,4.44192041,114923470.9,1116.741863,8487238160,8602161631,3.25E-05,4.44E-09,Very Low,16601.47163,2.20E-05,167.5432905,16769.01493,4.020712752,Very Low,1.38558495,Very Low
51153,PRINCE WILLIAM,482204,0,21,23,3,20,11,78,1.62,88.8,97.7,95.1,93.6,0.3873,61.27,0.87294,2,3.46,1162370673,8600.20,65361500490,965005.7055,66524836169,6.36E-06,7.15E-06,0.00111491,Very Low,25564.57,0.212771844,1617066.01,3720.80,1646351.38,14.87,Relatively Moderate,5.29,Very Low,4.44192041,831655810.2,6621.808937,50325747919,51157403729,7.04E-06,5.04E-08,Very Low,25991.71378,0.001481093,11256.30718,37248.02096,5.246080268,Very Low,2.046060902,Very Low
51155,PULASKI,33800,0,6,8,1,20,0,35,10.36,89.4,94.4,95.1,84.7,0.4153,58.47,0.84414,0,1.46,317140658,1329.87,10106992921,1152126.975,10425285706,4.02E-05,7.15E-06,0.003897333,Very Low,18578.77,0.013874076,105442.97,6548.24,130569.99,6.39,Very Low,5.87,Relatively Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51157,RAPPAHANNOCK,7348,0,6,6,0,3,0,15,20.41,90,97.3,95.8,89.8,0.4771,52.29,0.85038,1,1.79,41323570.35,247.20,1878720755,272437.6347,1920316763,0.0035947,7.15E-06,0.006900147,Very Low,266144.61,0.003168435,24080.10,3368.08,293592.80,8.37,Relatively Low,6.11,Relatively Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51159,RICHMOND,8923,0,1,3,0,3,0,7,7.84,81,94.1,97.5,89.7,0.4499,55.01,0.83462,1,0.71,24253086.6,156.53,1189606494,278407.0291,1214137987,0.002331951,7.15E-06,0.006454633,Very Low,40061.22,0.00079317,6028.09,1272.89,47362.20,4.56,Very Low,3.57,Very Low,4.435936328,89200196.78,789.01805,5996537180,6085737377,0.000837971,5.43E-08,Very Low,331573.7822,0.000190121,1444.921137,333018.7034,10.88821627,Relatively Low,9.347373545,Relatively Low
51161,ROANOKE,96929,0,11,13,1,5,2,32,3.30,92.6,96,96.7,92.3,0.4403,55.97,0.86714,0,2.08,426648303.1,3426.22,26039246569,131386.2084,26466026258,0.000211841,7.15E-06,0.001263271,Very Low,188294.69,0.051063722,388084.29,345.78,576724.76,10.48,Relatively Low,7.55,Relatively Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51163,ROCKBRIDGE,22650,0,12,9,0,10,0,31,13.69,89,96.6,95.3,88.5,0.4787,52.13,0.84306,2,2.13,321778308.3,2268.56,17241067210,2289306.62,17565134825,0.000586931,7.15E-06,0.003897333,Very Low,401330.92,0.034486441,262096.95,18959.65,682387.53,11.09,Relatively Low,10.15,Relatively Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51165,ROCKINGHAM,83757,0,12,10,1,10,0,33,3.94,85.6,95.3,96.9,91.9,0.4367,56.33,0.85206,0,2.46,416173603.4,3810.67,28961123524,59255488.53,29436552616,0.001140613,7.15E-06,0.001780723,Very Low,1166953.40,0.067016458,509325.08,259397.48,1935675.95,15.69,Relatively Moderate,12.19,Relatively Moderate,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51167,RUSSELL,25781,0,7,6,1,9,0,23,8.92,81.7,92.9,93.4,78.1,0.4638,53.62,0.79944,1,0.92,98325138.05,1472.71,11192577083,585052.0906,11291487274,0.000284288,7.15E-06,0.003897333,Very Low,25623.26,0.009657547,73397.36,2090.13,101110.75,5.87,Very Low,5.50,Very Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51169,SCOTT,21576,0,6,12,0,4,0,22,10.20,82.7,91.8,96.3,77.9,0.4499,55.01,0.80742,1,0.92,146301608.3,1569.82,11930653249,1266577.012,12078221434,0.000112273,3.04E-05,0.003897333,Very Low,15056.85,0.043805718,332923.45,4524.92,352505.22,8.89,Relatively Low,9.32,Relatively Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51171,SHENANDOAH,44186,1,12,11,1,9,0,34,7.69,88,95.5,96,88.9,0.5678,43.22,0.82324,1,2.96,269112773.6,1703.73,12948338873,13875470.84,13231327118,0.002387302,5.08E-06,0.00412529,Very Low,1900591.49,0.025608559,194625.05,169335.99,2264552.53,16.53,Relatively Moderate,16.87,Relatively Moderate,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51173,SMYTH,29800,0,12,7,3,3,0,25,8.39,83.6,91.9,94.5,79.7,0.4322,56.78,0.81296,2,1.33,217593324.5,2051.52,15591543715,1362211.031,15810499251,0.000502768,7.15E-06,0.003897333,Very Low,145865.42,0.019568302,148719.10,7078.65,301663.17,8.44,Relatively Low,9.00,Relatively Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51175,SOUTHAMPTON,17996,0,9,8,0,3,0,20,11.11,85.9,94,95.3,89.1,0.3758,62.42,0.85344,1,0.71,132498119.2,1994.83,15160673578,3456540.507,15296628237,0.001067136,2.30E-05,0.008030626,Very Low,100153.78,0.032428447,246456.20,19662.05,366272.03,9.01,Relatively Low,7.04,Relatively Low,4.437904492,154231517.7,1347.820064,10243432490,10397664007,7.43E-06,1.75E-08,Very Low,5083.729885,0.000104646,795.3072534,5879.037138,2.835105763,Very Low,2.425308965,Very Low
51177,SPOTSYLVANIA,140032,1,13,11,1,34,8,68,4.86,90.6,97,94,91.2,0.3992,60.08,0.86576,0,1.46,250252900.1,1770.46,13455505650,151149.959,13705909700,0.000754923,7.15E-06,0.007024598,Very Low,275510.72,0.018470647,140376.92,1548.41,417436.05,9.41,Relatively Low,4.51,Very Low,4.417952246,5936626.166,45.8020869,348095860.4,354032486.6,9.47E-06,7.32E-10,Very Low,248.3694794,1.48E-07,1.125452647,249.4949321,0.988904697,Very Low,0.519508782,Very Low
51179,STAFFORD,156927,0,18,15,1,36,5,75,4.78,92.6,97.9,96.4,93,0.374,62.6,0.885,0,1.79,383974677.2,2695.63,20486768063,239390.1648,20870982130,0.000399156,7.15E-06,0.006902337,Very Low,274601.39,0.034550629,262584.78,2960.46,540146.64,10.25,Relatively Low,1.81,Very Low,4.44192041,290240795.4,2180.345931,16570629073,16860869868,0.000274972,6.14E-08,Very Low,354501.6899,0.000595061,4522.461424,359024.1513,11.16456359,Relatively Low,2.158905198,Very Low
51181,SURRY,6561,0,2,5,0,2,0,9,13.72,84.9,92.7,95.3,87.4,0.4049,59.51,0.83962,1,0.54,24519391.66,148.35,1127484202,0,1152003594,0.003010238,7.15E-06,0.003897333,Very Low,39979.98,0.000574868,4368.99,0.00,44348.98,4.46,Very Low,3.47,Very Low,4.44192041,38966689.92,326.2418556,2479438103,2518404793,0.001471837,7.37E-08,Very Low,254755.7531,0.000106787,811.5778242,255567.3309,9.968633806,Relatively Low,8.493797403,Relatively Low
51183,SUSSEX,10829,0,5,5,0,7,0,17,15.70,81.6,90.8,93.2,86.8,0.4199,58.01,0.82082,2,0.58,65226965.23,586.41,4456723702,0,4521950667,0.003849514,7.15E-06,0.003897333,Very Low,146470.39,0.002447134,18598.22,0.00,165068.61,6.91,Relatively Low,2.12,Very Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51185,TAZEWELL,40429,0,16,18,2,6,0,42,10.39,83.5,92.7,93,83.7,0.4804,51.96,0.80972,2,2.54,334921198.4,3352.39,25478175102,872204.3965,25813968505,0.002004015,7.15E-06,0.003897333,Very Low,1705934.15,0.060955403,463261.06,8639.81,2177835.02,16.32,Relatively Moderate,15.72,Relatively Moderate,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51187,WARREN,40727,0,9,8,1,5,0,23,5.65,88,95.1,94.2,88.8,0.4074,59.26,0.85072,1,2.33,276383077,1582.93,12030244373,604192.9734,12307231643,0.001329871,1.14E-05,0.007643147,Very Low,857625.66,0.04206508,319694.61,10775.18,1188095.45,13.34,Relatively Moderate,8.85,Relatively Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51191,WASHINGTON,53935,1,16,10,2,11,1,41,7.60,86.7,95.5,95.8,84.4,0.4477,55.23,0.83526,2,1.04,177742054.8,1229.02,9340534986,1501853.479,9519778894,9.49E-05,7.15E-06,0.003897333,Very Low,17570.91,0.009158531,69604.83,6097.11,93272.85,5.71,Very Low,4.72,Very Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51193,WESTMORELAND,18477,0,9,6,0,3,0,18,9.74,84.5,95,87.5,89.4,0.4929,50.71,0.81422,1,0.50,164010311.4,652.22,4956862968,0,5120873279,0.000154632,7.15E-06,0.003897333,Very Low,12680.62,0.002332933,17730.29,0.00,30410.91,3.93,Very Low,4.43,Very Low,4.435936328,675502085,4347.400847,33040246439,33715748524,3.47E-05,2.75E-08,Very Low,103905.5534,0.000529486,4024.090063,107929.6434,7.479067354,Relatively Low,9.22625002,Relatively Low
51195,WISE,36130,0,14,10,1,16,0,41,11.35,78.7,91.8,90.8,77.3,0.4536,54.64,0.78648,2,0.83,346942299.5,4108.07,31221318473,118945.6646,31568379718,0.00025175,1.19E-05,0.003897333,Very Low,72785.57,0.04088511,310726.83,386.31,383898.71,9.15,Relatively Low,7.25,Relatively Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51197,WYTHE,28290,0,9,6,1,12,0,28,9.90,87.4,93.9,95.8,86.2,0.4882,51.18,0.82896,0,1.67,196617013,2064.62,15691117201,3751636.088,15891485850,4.71E-05,1.17E-05,0.003897333,Very Low,15418.08,0.040167799,305275.27,24368.96,345062.31,8.83,Relatively Low,8.65,Relatively Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51199,YORK,70045,1,9,7,2,11,1,31,4.43,94.8,97,95.4,91.5,0.3833,61.67,0.88074,0,0.58,839755929.7,5921.08,45000224991,55206.87159,45840036128,0.001043968,7.15E-06,0.003897333,Very Low,511395.71,0.024709091,187789.09,125.51,699310.32,11.18,Relatively Low,4.55,Very Low,4.44192041,3118476024,23745.73244,1.80E+11,1.84E+11,3.71E-05,2.70E-08,Very Low,514080.608,0.002845097,21622.74059,535703.3486,12.75778613,Relatively Low,5.683509488,Very Low
51510,ALEXANDRIA CITY,159467,1,8,10,1,17,1,38,2.38,92.7,89.6,96.8,94.5,0.4471,55.29,0.85778,0,1.17,999426508,4207.38,31976076640,0,32975503148,0.000236943,7.15E-06,0.003897333,Very Low,276274.97,0.035115371,266876.82,0.00,543151.79,10.27,Relatively Low,5.13,Very Low,4.425936328,2382323848,13212.8933,1.00E+11,1.03E+11,4.46E-06,1.42E-08,Very Low,46997.27887,0.000829604,6304.990553,53302.26942,5.911745965,Very Low,3.233569661,Very Low
51520,BRISTOL CITY,17219,0,2,3,2,4,0,11,6.39,86.3,89.9,93.7,82.1,0.4684,53.16,0.81032,0,0.46,180689077.6,713.89,5425552125,0,5606241202,5.33E-05,7.15E-06,0.003897333,Very Low,4413.99,0.002340727,17789.52,0.00,22203.51,3.54,Very Low,4.97,Very Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51530,BUENA VISTA CITY,6641,0,2,1,0,3,0,6,9.03,83.6,93.5,98.2,87.6,0.6156,38.44,0.80268,2,0.46,38331369.48,312.68,2376346750,0,2414678119,0.001121823,7.15E-06,0.003897333,Very Low,19708.80,0.001025219,7791.66,0.00,27500.47,3.80,Very Low,4.68,Very Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51540,CHARLOTTESVILLE CITY,46553,1,4,0,1,21,0,27,5.80,92.6,88.9,96,93.3,0.5296,47.04,0.83568,0,0.75,128957657.9,1020.18,7753360013,0,7882317671,2.60E-06,7.15E-06,0.003897333,Very Low,251.94,0.005473643,41599.69,0.00,41851.63,4.37,Very Low,3.77,Very Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51550,CHESAPEAKE CITY,249422,0,16,15,1,49,3,84,3.37,92.7,95.8,95.1,91,0.4134,58.66,0.86652,2,1.13,2223034272,18981.29,1.44E+11,78182.85183,1.46E+11,0.000373406,7.15E-06,0.007336346,Very Low,933856.44,0.152762612,1160995.85,645.27,2095497.56,16.11,Relatively Moderate,7.91,Relatively Low,4.497745316,16169047793,140811.1,1.07E+12,1.09E+12,3.12E-07,1.09E-08,Very Low,22680.46294,0.006891875,52378.2504,75058.71334,6.626246208,Relatively Low,3.564508454,Very Low
51570,COLONIAL HEIGHTS CITY,18170,0,2,2,0,2,1,7,3.85,91.8,93.4,94,88.9,0.4278,57.22,0.85064,0,0.29,127840144.4,927.77,7051020020,0,7178860164,0.002053919,7.15E-06,0.003897333,Very Low,76583.88,0.001935816,14712.20,0.00,91296.08,5.67,Very Low,6.07,Relatively Low,0.025936328,159739682,937.3457144,7123827429,7283567111,0.002423568,5.02E-07,Very Low,10040.99159,1.22E-05,92.81163273,10133.80322,3.399314545,Very Low,3.984740849,Very Low
51580,COVINGTON CITY,5737,0,3,0,0,10,0,13,22.66,88.2,92.4,97.3,92.1,0.4521,54.79,0.84958,2,0.29,81597244.56,632.47,4806747432,0,4888344677,0.004283107,7.15E-06,0.003897333,Very Low,101934.51,0.001319664,10029.45,0.00,111963.96,6.07,Very Low,4.23,Very Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51590,DANVILLE CITY,42590,0,12,12,2,8,1,35,8.22,83.8,84.8,92.9,84.5,0.474,52.6,0.7972,2,1.88,204611425.5,655.02,4978143935,0,5182755361,0.001751847,1.48E-05,0.003897333,Very Low,672089.77,0.018165464,138057.52,0.00,810147.29,11.74,Relatively Low,17.40,Relatively Moderate,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51595,EMPORIA CITY,5766,0,3,1,1,0,0,5,8.67,76.3,80.9,83.3,90.8,0.4655,53.45,0.7695,1,0.38,48955330.19,439.97,3343762034,0,3392717365,0.001213225,7.15E-06,0.003897333,Very Low,22272.69,0.001180299,8970.27,0.00,31242.96,3.97,Very Low,6.97,Relatively Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51600,FAIRFAX CITY,24146,0,2,0,0,4,1,7,2.90,92,94,96,95.5,0.4389,56.11,0.86722,0,0.79,257813668.6,1110.57,8440325740,0,8698139408,0.000213814,7.15E-06,0.003897333,Very Low,43639.88,0.006289656,47801.38,0.00,91441.26,5.67,Very Low,2.68,Very Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51610,FALLS CHURCH CITY,14658,0,1,0,0,1,1,3,2.05,96.5,93.7,95.6,95.4,0.4185,58.15,0.8787,0,0.42,67694629.35,416.49,3165321245,0,3233015875,0.008826434,7.15E-06,0.003897333,Very Low,248959.25,0.001241457,9435.08,0.00,258394.33,8.02,Relatively Low,0.79,Very Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51620,FRANKLIN CITY,8180,0,2,3,1,2,0,8,9.78,84.3,90.7,90.1,86.4,0.3889,61.11,0.82522,1,0.33,95619467.17,464.91,3533322510,0,3628941977,0.005097028,7.15E-06,0.003897333,Very Low,162458.38,0.001108632,8425.60,0.00,170883.98,6.99,Relatively Low,10.50,Relatively Low,4.413968164,27493935.7,302.1098142,2296034588,2323528524,4.05E-05,7.81E-09,Very Low,4910.274122,1.04E-05,79.11471173,4989.388834,2.684208911,Very Low,4.419298654,Very Low
51630,FREDERICKSBURG CITY,27982,0,3,2,2,10,0,17,6.08,92.9,91.8,94.2,89.9,0.4543,54.57,0.84674,0,0.71,285994112.1,1901.54,14451730399,0,14737724511,0.001337562,7.15E-06,0.003897333,Very Low,270962.29,0.00963569,73231.24,0.00,344193.53,8.82,Relatively Low,8.14,Relatively Low,4.402,421452372,2387.138952,18142256033,18563708405,3.44E-06,8.37E-10,Very Low,6383.911556,8.79E-06,66.83403398,6450.74559,2.924178199,Very Low,2.955639299,Very Low
51640,GALAX CITY,6720,0,2,1,1,9,1,14,20.83,77.5,87.6,91.7,83.8,0.5254,47.46,0.77612,1,0.92,11835582.2,97.40,740236238.5,0,752071820.7,0.004869477,7.15E-06,0.003897333,Very Low,52830.33,0.000638715,4854.23,0.00,57684.57,4.87,Very Low,8.10,Relatively Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51650,HAMPTON CITY,137148,1,17,12,3,16,1,50,3.65,91.6,91.6,94.3,87.6,0.4363,56.37,0.84294,2,0.83,4212851132,36063.61,2.74E+11,0,2.78E+11,4.52E-05,7.15E-06,0.003897333,Very Low,158770.21,0.214994262,1633956.39,0.00,1792726.60,15.30,Relatively Moderate,13.22,Relatively Moderate,4.46585674,14126911375,127234.0316,9.67E+11,9.81E+11,7.93E-06,1.69E-08,Very Low,500426.3286,0.009575326,72772.47735,573198.8059,13.04875136,Relatively Low,12.35871821,Relatively Low
51660,HARRISONBURG CITY,51814,1,2,4,1,1,1,10,1.93,89.1,92.4,95.3,92.2,0.4722,52.78,0.84356,2,0.96,281519942,2432.46,18486722391,0,18768242333,0.001056932,7.15E-06,0.003897333,Very Low,285149.72,0.016676381,126740.49,0.00,411890.21,9.37,Relatively Low,11.08,Relatively Moderate,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
51670,HOPEWELL CITY,23033,1,5,3,1,6,0,16,6.95,84.5,91.1,91.8,86.1,0.4401,55.99,0.81898,2,0.21,60655536.03,361.90,2750442874,0,2811098410,0.0017064,7.15E-06,0.003897333,Very Low,21563.04,0.00053937,4099.21,0.00,25662.26,3.71,Very Low,4.74,Very Low,0.035936328,52300228.03,482.4336963,3666496092,3718796320,0.001969323,2.18E-07,Very Low,3701.299909,3.77E-06,28.66844212,3729.968351,2.436140018,Very Low,3.403144181,Very Low
51678,LEXINGTON CITY,7320,0,2,0,1,6,0,9,12.30,95.3,88.8,96.6,90.8,0.4425,55.75,0.8545,2,0.58,14133843.28,141.44,1074950076,0,1089083919,0.002524228,7.15E-06,0.003897333,Very Low,20811.61,0.000590242,4485.84,0.00,25297.45,3.70,Very Low,1.59,Very Low,NA,NA,NA,NA,NA,NA,NA,Not Applicable,NA,NA,NA,NA,NA,Not Applicable,NA,Not Applicable
